date,day_number,active_users,avg_data_per_user,peak_hour_traffic,video_streaming,voice_calls,iot_devices,network_load,packet_loss,latency_ms
2024-09-29,637,1167,4.36,4522.59,2105.57,86.19,140,41.89,3.5,48.11
2024-09-30,638,1887,2.47,4136.63,2644.04,59.96,76,90.61,2.66,17.62
2024-10-01,639,1365,1.92,2657.56,1086.38,58.18,379,82.24,3.26,15.0
2024-10-02,640,1198,1.05,1380.73,631.02,159.01,157,33.03,4.76,38.19
2024-10-03,641,1636,2.14,3764.02,2167.03,160.71,479,67.27,4.29,81.71
2024-10-04,642,1101,4.07,4261.93,2027.64,145.11,344,77.4,1.31,25.28
2024-10-05,643,1052,3.32,3485.76,1785.02,146.32,472,92.27,3.74,28.57
2024-10-06,644,1417,0.7,1040.56,604.48,101.46,258,53.06,0.15,32.92
2024-10-07,645,1727,4.88,7589.06,3919.52,58.48,432,75.18,3.85,69.23
2024-10-08,646,1461,3.38,4182.15,2166.76,107.87,352,80.27,2.91,39.86
2024-10-09,647,1507,4.38,6637.63,2817.69,173.53,229,50.87,3.35,97.68
2024-10-10,648,1872,0.76,1475.14,605.94,170.43,381,78.13,1.55,74.72
2024-10-11,649,1013,1.44,1266.75,571.78,56.99,346,42.76,4.28,58.2
2024-10-12,650,1912,3.52,6209.62,2778.38,116.94,107,55.77,1.87,65.03
2024-10-13,651,1343,0.6,674.95,284.57,90.88,399,67.79,3.13,38.19
2024-10-14,652,1397,1.26,1594.49,921.64,76.57,395,78.52,2.28,92.46
2024-10-15,653,1445,0.94,1256.46,637.18,186.02,178,55.69,3.42,62.82
2024-10-16,654,1885,3.85,6471.69,3364.7,153.54,395,78.52,1.67,29.65
2024-10-17,655,1090,0.9,1057.22,446.7,165.67,331,80.32,1.16,80.62
2024-10-18,656,1651,3.32,4738.88,2180.73,165.38,489,48.71,1.75,71.44
2024-10-19,657,1794,2.54,5310.36,3030.26,93.79,481,47.35,0.22,24.27
2024-10-20,658,1466,4.07,6107.62,2815.73,92.08,377,60.67,4.04,88.0
2024-10-21,659,948,1.22,1125.32,555.28,135.28,110,78.58,0.83,29.7
2024-10-22,660,1610,3.9,5702.14,2807.22,134.9,336,31.8,1.61,45.87
2024-10-23,661,1831,3.5,7249.4,3975.69,66.87,202,56.47,4.62,29.12
2024-10-24,662,1565,1.93,2557.49,1345.71,156.58,426,79.04,3.71,99.04
2024-10-25,663,1794,1.99,3671.65,1901.36,189.51,62,76.09,0.79,99.0
2024-10-26,664,803,0.61,484.41,328.2,106.37,485,73.51,1.12,98.53
2024-10-27,665,1276,2.75,3651.66,1575.85,110.66,261,48.2,1.81,46.55
2024-10-28,666,836,4.41,4394.7,3036.2,83.36,460,37.86,1.42,95.35
2024-10-29,667,1310,1.13,1574.32,632.59,107.91,386,66.33,1.56,99.63
2024-10-30,668,1982,3.47,7632.41,3503.53,73.3,214,36.45,1.96,79.85
2024-10-31,669,1024,2.61,2789.02,1181.95,109.49,475,67.88,0.51,68.64
2024-11-01,670,991,4.98,4337.14,1928.0,95.91,463,94.25,1.82,40.5
2024-11-02,671,1028,3.38,3511.81,2378.28,178.97,242,74.66,3.48,95.29
2024-11-03,672,1323,2.19,2892.69,1591.69,141.53,404,81.26,4.77,29.14
2024-11-04,673,1147,2.48,2519.82,1197.25,86.72,128,57.3,3.41,62.14
2024-11-05,674,1274,2.18,3097.4,1310.19,118.76,107,63.31,2.27,59.63
2024-11-06,675,1023,0.66,757.66,328.67,163.52,174,87.92,1.5,56.77
2024-11-07,676,1073,2.03,1773.42,913.44,84.66,299,61.84,2.3,86.2
2024-11-08,677,1460,2.91,4117.69,1822.54,189.81,107,70.89,2.61,21.68
2024-11-09,678,1372,2.2,3077.63,1945.7,78.33,217,68.85,1.44,25.63
2024-11-10,679,1096,3.92,3989.76,2103.17,108.68,232,34.47,0.12,90.22
2024-11-11,680,1274,3.37,4617.57,3009.15,53.84,142,65.7,0.02,15.94
2024-11-12,681,1202,4.96,6015.85,4119.9,158.78,482,63.27,0.29,54.91
2024-11-13,682,1570,3.85,5387.37,3150.37,68.18,89,41.76,2.95,85.82
2024-11-14,683,1375,1.18,1528.63,994.41,114.04,210,84.08,4.2,42.21
2024-11-15,684,1831,1.61,2671.97,1307.28,167.7,332,78.92,3.48,48.89
2024-11-16,685,1677,3.59,5736.06,3892.27,152.28,146,79.51,2.2,73.09
2024-11-17,686,1738,4.75,6684.26,3519.92,127.15,496,31.21,2.28,41.48
2024-11-18,687,1579,4.91,8983.74,4793.17,71.42,118,40.26,1.54,44.57
2024-11-19,688,1643,2.64,3637.52,1543.45,131.25,75,90.13,3.79,32.69
2024-11-20,689,858,2.61,2524.55,1251.81,140.01,213,50.95,2.25,83.26
2024-11-21,690,1687,3.86,6121.62,4268.14,96.24,320,63.23,3.11,75.24
2024-11-22,691,1773,2.52,4472.61,3111.73,100.03,187,93.41,0.72,12.54
2024-11-23,692,1555,2.85,4514.03,2806.29,176.7,221,54.11,2.01,17.21
2024-11-24,693,1860,2.37,4628.98,3077.48,164.47,139,75.81,4.89,13.35
2024-11-25,694,1311,3.27,4848.18,2315.33,95.16,245,51.05,1.73,96.57
2024-11-26,695,1171,4.48,5612.18,3392.94,79.14,468,79.48,2.55,54.33
2024-11-27,696,1227,2.34,2970.1,1526.57,81.31,319,48.87,0.29,11.23
2024-11-28,697,846,0.9,631.54,254.81,138.85,240,47.34,4.33,65.33
2024-11-29,698,1904,1.29,2114.15,1321.89,148.73,235,82.82,2.58,58.17
2024-11-30,699,1879,3.5,6580.63,4170.61,108.49,61,45.5,2.09,28.82
2024-12-01,700,1415,5.0,6641.41,2743.38,101.12,460,70.26,2.93,61.88
2024-12-02,701,1547,3.86,6047.52,3322.35,112.52,299,81.26,0.51,45.27
2024-12-03,702,1672,2.29,4044.03,1761.19,156.35,102,83.49,1.66,42.51
2024-12-04,703,1038,4.12,4218.55,2721.09,131.45,241,54.57,3.52,10.74
2024-12-05,704,1128,1.76,1957.71,808.72,61.09,259,65.95,3.3,67.83
2024-12-06,705,1285,0.86,977.21,580.93,90.01,344,51.45,1.38,15.92
2024-12-07,706,826,3.1,2209.69,982.58,69.22,82,73.54,1.35,91.46
2024-12-08,707,856,1.03,999.37,585.39,68.76,68,40.79,0.5,90.2
2024-12-09,708,1816,0.53,1142.9,499.01,135.42,454,89.78,2.59,93.88
2024-12-10,709,1488,3.11,4978.25,2575.27,99.82,460,81.95,0.08,26.74
2024-12-11,710,1586,4.52,7283.88,4923.6,90.63,442,51.24,4.38,91.47
2024-12-12,711,1832,0.65,994.74,578.48,143.82,207,68.51,2.08,19.1
2024-12-13,712,1322,4.27,6223.05,4252.96,138.84,372,42.24,3.67,45.6
2024-12-14,713,1920,4.08,7519.94,4031.54,100.49,180,64.0,3.85,64.84
2024-12-15,714,1135,0.92,1216.31,695.68,120.44,287,35.02,2.37,61.25
2024-12-16,715,1919,2.95,5168.61,3223.99,199.06,235,77.86,1.19,56.35
2024-12-17,716,977,3.24,3419.13,1440.18,67.89,151,49.22,4.84,53.16
2024-12-18,717,1831,3.19,4840.04,3020.24,83.35,346,84.5,3.52,65.89
2024-12-19,718,1373,2.21,2813.54,1303.3,125.75,453,67.22,2.71,10.02
2024-12-20,719,1020,4.93,4333.45,2908.27,149.11,69,90.85,2.23,75.01
2024-12-21,720,1993,3.03,6109.2,2997.21,128.52,478,87.84,0.59,75.01
2024-12-22,721,909,3.52,3010.7,1690.43,169.05,309,82.01,4.49,39.02
2024-12-23,722,1626,2.36,4290.68,2254.53,87.1,176,79.18,0.13,78.41
2024-12-24,723,1449,0.62,844.95,511.45,156.53,429,42.32,3.63,75.17
2024-12-25,724,1405,3.57,5267.67,3429.9,195.23,121,90.8,1.69,94.61
2024-12-26,725,1051,3.33,2819.26,1685.39,132.85,376,46.35,4.66,84.5
2024-12-27,726,1351,4.21,6182.5,2879.62,76.39,293,32.57,1.52,70.21
2024-12-28,727,882,1.69,1676.56,1144.46,162.2,415,74.4,3.03,65.85
2024-12-29,728,1032,0.63,725.14,460.02,77.05,455,47.7,3.71,22.94
2024-12-30,729,811,3.83,3236.23,1715.02,183.83,145,34.34,1.69,23.57
2024-12-31,730,1384,1.51,1803.4,1154.41,154.51,137,56.83,4.78,38.93
2025-01-01,731,1888,3.07,4914.19,2836.63,73.52,240,61.71,2.31,80.62
2025-01-02,732,1962,2.51,4353.88,2601.16,118.56,415,40.21,1.59,53.77
2025-01-03,733,848,1.97,1636.57,1047.9,181.32,321,71.8,4.18,45.37
2025-01-04,734,1709,2.03,2919.4,1688.92,110.08,439,35.72,4.66,30.87
2025-01-05,735,1991,2.3,4871.78,2633.62,183.19,401,42.28,1.15,79.98
2025-01-06,736,1018,4.55,5139.04,2771.55,115.04,126,67.09,4.14,19.65
2025-01-07,737,1552,4.53,8407.84,4004.54,85.34,196,94.08,4.23,53.6
2025-01-08,738,1995,4.25,7076.46,4014.4,96.01,318,92.57,0.73,19.38
2025-01-09,739,1507,3.92,6268.19,4149.43,70.69,207,33.85,0.81,60.0
2025-01-10,740,880,1.83,1350.21,620.39,127.56,255,72.0,1.6,50.44
2025-01-11,741,1656,0.72,1031.22,598.92,73.54,329,83.69,0.65,40.92
2025-01-12,742,1280,1.54,1656.59,1113.63,151.22,192,69.56,2.41,69.61
2025-01-13,743,1173,3.41,3772.97,2014.92,73.5,382,62.79,4.96,93.4
2025-01-14,744,1600,3.32,5613.21,3739.93,170.04,206,33.71,2.55,37.85
2025-01-15,745,1135,1.45,1734.39,907.0,81.92,452,66.36,0.78,53.7
2025-01-16,746,1904,4.04,7893.0,5225.57,96.51,492,58.77,1.46,66.5
2025-01-17,747,1190,3.43,4158.83,2349.49,94.8,348,40.82,4.98,10.65
2025-01-18,748,1979,4.36,9964.24,5789.24,147.03,288,52.79,1.41,77.7
2025-01-19,749,1998,2.42,4646.89,2091.59,107.34,365,37.29,2.54,57.25
2025-01-20,750,1954,4.17,7265.43,4292.44,165.65,173,93.73,0.53,33.7
2025-01-21,751,1677,1.91,3272.03,1319.54,104.48,373,47.08,2.0,82.97
2025-01-22,752,1576,0.9,1482.05,951.22,65.14,389,43.49,2.52,87.53
2025-01-23,753,1869,2.94,4479.11,2942.11,171.61,100,39.24,4.47,13.74
2025-01-24,754,1465,4.77,6564.27,4482.82,143.56,462,56.04,3.04,47.46
2025-01-25,755,1076,3.03,3868.59,2389.41,63.62,392,75.0,4.28,54.25
2025-01-26,756,1566,3.49,4881.14,2070.12,93.0,82,83.07,3.62,72.97
2025-01-27,757,1252,2.15,2292.49,1215.77,105.63,221,58.29,1.41,80.94
2025-01-28,758,882,1.19,1221.78,705.81,161.77,156,65.11,3.4,47.04
2025-01-29,759,1029,3.5,3348.53,2333.04,81.72,458,48.01,1.78,87.15
2025-01-30,760,1809,2.15,4542.6,2681.21,151.84,461,61.95,3.4,55.47
2025-01-31,761,1138,2.62,2925.61,1625.01,93.05,458,59.64,0.91,36.38
2025-02-01,762,1629,1.15,1855.99,1154.48,101.93,252,34.01,3.09,11.15
2025-02-02,763,1867,4.79,9284.92,3779.93,63.77,411,49.85,0.1,26.61
2025-02-03,764,1495,3.86,5947.61,2857.5,132.12,282,37.02,1.46,43.73
2025-02-04,765,1811,2.56,4900.92,2242.55,120.28,227,90.02,0.96,69.75
2025-02-05,766,1525,2.67,4319.65,2481.02,130.94,179,73.17,0.97,87.73
2025-02-06,767,863,3.5,3471.13,1791.57,125.03,122,89.48,3.96,51.52
2025-02-07,768,1942,1.72,3295.19,2000.52,138.08,297,50.17,2.93,72.16
2025-02-08,769,827,2.05,1546.66,875.7,77.69,314,63.02,0.57,58.78
2025-02-09,770,958,4.33,3988.02,2349.1,101.63,56,65.07,3.32,64.8
2025-02-10,771,1766,1.94,4087.89,2587.58,88.35,156,69.95,4.77,58.87
2025-02-11,772,812,1.33,893.34,488.18,168.84,178,91.56,3.92,28.44
2025-02-12,773,1915,1.99,3844.13,2673.39,109.15,241,44.75,3.09,74.49
2025-02-13,774,1810,0.96,1856.29,857.99,65.78,410,69.76,2.39,71.89
2025-02-14,775,1915,3.93,8118.13,5024.75,188.16,153,47.77,0.22,21.83
2025-02-15,776,1707,3.22,5117.89,2516.94,132.36,149,35.46,3.62,12.94
2025-02-16,777,1352,1.49,2034.27,1234.36,159.83,140,46.16,2.72,78.7
2025-02-17,778,1863,0.64,1109.3,729.01,95.62,74,56.28,2.57,38.38
2025-02-18,779,858,4.88,3495.62,1446.24,168.88,125,54.01,0.38,68.83
2025-02-19,780,1842,2.55,5328.37,3611.41,188.95,406,49.23,3.51,54.43
2025-02-20,781,1911,2.09,4102.58,1882.16,108.15,407,83.33,1.85,25.85
2025-02-21,782,933,2.27,2333.68,1193.53,107.49,63,73.47,3.73,39.47
2025-02-22,783,833,3.9,3535.0,1656.83,179.89,243,64.21,4.81,37.32
2025-02-23,784,1833,3.52,5328.1,2567.51,173.43,388,80.56,1.07,31.57
2025-02-24,785,1756,1.89,2853.33,1681.02,93.73,113,84.24,4.48,17.56
2025-02-25,786,1800,3.87,5979.01,2758.98,70.78,255,70.9,2.06,40.45
2025-02-26,787,1262,4.94,6338.06,3886.57,66.16,397,66.07,3.81,46.58
2025-02-27,788,816,1.02,793.05,427.03,110.9,262,49.41,0.84,42.72
2025-02-28,789,923,3.19,3421.13,2147.75,105.6,300,44.05,4.37,37.97
2025-03-01,790,1831,3.5,6678.5,2689.41,58.38,364,76.55,4.65,90.41
2025-03-02,791,1478,3.31,4558.52,3101.37,57.21,72,43.54,0.94,49.37
2025-03-03,792,1814,2.66,4479.44,3085.29,148.47,304,70.11,3.78,63.53
2025-03-04,793,1074,3.46,3239.86,1808.42,133.22,426,73.61,2.97,67.67
2025-03-05,794,809,0.77,722.08,502.49,199.03,207,79.79,3.2,31.22
2025-03-06,795,1569,2.92,4946.1,3347.91,123.16,52,49.59,1.71,72.09
2025-03-07,796,1999,1.28,2629.94,1215.82,57.45,337,51.17,3.48,41.24
2025-03-08,797,1289,1.51,1962.85,1342.99,174.63,444,48.87,2.73,32.85
2025-03-09,798,1735,2.31,4800.91,2659.82,78.54,424,56.33,4.62,50.65
2025-03-10,799,1846,4.95,9503.62,4046.39,92.94,281,92.98,0.32,29.47
2025-03-11,800,1234,0.71,1017.28,470.29,93.6,411,48.69,0.84,98.87
2025-03-12,801,1175,0.7,665.82,439.3,114.71,208,70.03,4.58,94.94
2025-03-13,802,1975,3.12,6795.86,3434.38,99.08,415,45.65,4.13,73.63
2025-03-14,803,1742,4.57,7446.75,4026.33,77.28,416,66.88,0.93,71.27
2025-03-15,804,1060,1.3,1271.42,577.92,86.31,114,56.55,3.02,38.44
2025-03-16,805,1464,3.71,5098.56,2739.62,156.52,63,61.91,4.52,42.48
2025-03-17,806,983,3.87,3045.99,1460.53,97.3,256,34.12,0.09,85.34
2025-03-18,807,1165,4.97,5622.52,3423.38,125.89,216,62.44,3.95,32.27
2025-03-19,808,1596,5.0,6748.8,3744.47,185.98,202,85.14,1.35,88.24
2025-03-20,809,1973,3.72,7529.47,4552.3,126.43,328,86.01,0.0,79.75
2025-03-21,810,1397,2.03,3154.59,1692.72,144.23,237,78.07,3.6,23.81
2025-03-22,811,1992,3.62,8092.04,5424.11,77.63,355,47.25,4.16,12.78
2025-03-23,812,1110,0.67,745.39,350.67,124.63,227,81.66,1.22,16.64
2025-03-24,813,1933,1.44,3147.26,1556.97,173.83,387,66.1,1.08,82.88
2025-03-25,814,1336,4.29,6403.3,3435.21,144.43,152,36.74,4.05,73.54
2025-03-26,815,1362,2.93,4037.3,1651.31,51.66,314,70.24,4.55,48.03
2025-03-27,816,1541,0.92,1623.62,725.43,82.22,259,79.92,1.89,33.25
2025-03-28,817,1082,4.37,5470.27,2739.45,107.32,321,84.63,4.45,75.05
2025-03-29,818,1049,3.45,3202.03,1722.86,81.3,142,37.71,2.45,96.49
2025-03-30,819,1170,4.83,6475.97,3356.24,71.89,181,67.07,3.33,12.86
2025-03-31,820,1854,4.65,9179.94,3980.99,153.9,201,50.86,2.96,83.74
2025-04-01,821,1668,3.81,6854.31,4281.82,140.99,286,38.14,4.38,79.92
2025-04-02,822,1183,4.6,4890.02,2521.95,106.19,420,35.17,4.34,66.68
2025-04-03,823,1319,4.93,7788.05,3710.28,59.44,150,49.13,2.55,12.85
2025-04-04,824,1613,5.0,8659.58,5942.61,196.26,186,64.03,1.75,75.74
2025-04-05,825,893,0.77,569.31,349.99,184.14,271,67.92,4.2,47.8
2025-04-06,826,1292,4.72,5957.46,2407.31,158.61,439,72.46,3.02,67.38
2025-04-07,827,1383,3.88,6411.5,4233.67,72.92,296,59.26,4.12,18.72
2025-04-08,828,1739,3.6,5312.28,2967.88,124.92,247,59.14,4.8,46.4
2025-04-09,829,906,2.07,1627.34,880.38,172.41,301,48.63,4.19,23.57
2025-04-10,830,1167,3.02,3434.66,2287.62,98.24,320,70.45,2.95,28.95
2025-04-11,831,1827,2.97,5957.35,3394.37,187.78,451,79.52,3.31,83.65
2025-04-12,832,831,4.85,3808.05,2295.98,122.57,470,67.83,4.77,48.32
2025-04-13,833,1945,0.69,1321.7,761.56,99.8,429,40.22,0.59,14.77
2025-04-14,834,1995,3.28,7189.19,5019.6,70.47,473,51.39,2.27,43.41
2025-04-15,835,924,2.01,2115.91,1022.42,73.5,486,66.9,4.15,43.02
2025-04-16,836,1876,3.52,7201.2,3709.49,116.65,318,94.9,4.45,35.77
2025-04-17,837,1255,2.89,4096.19,2259.94,95.8,283,42.29,2.45,70.36
2025-04-18,838,1496,4.43,5659.75,2852.83,53.34,476,87.69,0.19,90.13
2025-04-19,839,929,1.57,1410.33,645.64,169.48,121,74.88,4.88,93.28
2025-04-20,840,1681,2.56,4023.33,2574.92,102.88,478,89.5,2.13,62.28
2025-04-21,841,1517,1.14,1447.08,908.49,83.57,451,69.28,3.49,92.14
2025-04-22,842,1872,4.52,9297.39,5231.34,189.71,141,64.21,0.79,73.92
2025-04-23,843,1643,1.29,2037.41,1391.15,168.36,440,93.88,2.13,98.45
2025-04-24,844,876,4.61,3491.8,1835.36,188.44,61,64.99,3.86,39.74
2025-04-25,845,1379,4.01,6470.59,3566.96,85.28,193,41.34,1.4,31.93
2025-04-26,846,1778,3.16,4757.59,2959.41,155.66,407,46.34,3.48,71.12
2025-04-27,847,1820,4.96,9519.48,3855.74,64.28,253,67.54,4.47,84.94
2025-04-28,848,1543,1.74,2404.46,1031.86,146.9,212,86.05,0.17,15.19
2025-04-29,849,1209,1.55,2182.55,1003.78,140.09,463,51.56,3.95,20.05
2025-04-30,850,1746,4.48,7709.43,4949.35,121.0,486,83.26,1.71,95.85
2025-05-01,851,1309,3.54,5292.91,2375.91,126.83,397,48.78,0.88,18.86
2025-05-02,852,993,3.1,3249.41,2079.34,145.58,486,32.12,0.69,66.05
2025-05-03,853,879,3.54,3132.41,1604.67,138.8,122,55.06,0.63,16.83
2025-05-04,854,870,1.34,1220.57,788.02,77.5,247,89.32,3.03,89.74
2025-05-05,855,1776,2.79,5665.76,3707.56,198.65,220,38.84,3.81,97.13
2025-05-06,856,1933,2.23,3890.0,1837.76,69.58,172,45.8,3.82,45.94
2025-05-07,857,829,4.22,3516.09,1710.29,75.93,459,40.75,4.39,18.08
2025-05-08,858,1135,4.39,5490.01,3364.52,88.75,436,32.51,3.82,29.33
2025-05-09,859,1339,4.01,4888.55,2008.41,99.28,444,45.65,3.43,32.01
2025-05-10,860,1057,1.59,1716.48,865.1,57.89,420,54.41,3.31,35.28
2025-05-11,861,1643,3.29,6175.03,2755.0,100.81,81,59.42,3.57,45.23
2025-05-12,862,1580,2.64,4042.67,1717.35,175.32,312,92.99,2.39,33.96
2025-05-13,863,1506,0.58,991.76,612.22,172.0,139,76.41,1.15,77.14
2025-05-14,864,923,2.7,2120.1,1062.1,86.85,163,68.1,2.51,66.31
2025-05-15,865,1129,0.85,1061.2,546.6,182.43,474,92.92,4.42,69.18
2025-05-16,866,1969,3.98,7753.6,3158.57,145.83,492,84.79,2.89,89.65
2025-05-17,867,1932,1.0,2146.76,1450.96,56.13,422,67.42,4.69,34.17
2025-05-18,868,910,1.03,990.8,624.21,93.59,103,81.14,2.03,22.64
2025-05-19,869,1634,1.51,2240.7,1133.42,70.72,349,74.5,2.58,15.12
2025-05-20,870,1155,4.86,6406.84,4375.97,180.24,224,33.41,1.39,55.63
2025-05-21,871,1894,1.43,2206.36,1285.88,99.54,298,92.44,2.92,10.01
2025-05-22,872,1541,3.32,4275.97,2280.78,120.97,390,88.21,3.06,53.05
2025-05-23,873,1049,2.43,2214.61,885.98,96.31,145,56.21,4.42,25.0
2025-05-24,874,1455,2.6,3572.52,1889.24,60.93,248,73.13,1.35,26.0
2025-05-25,875,1967,3.41,6567.95,3104.69,71.5,67,79.15,1.62,33.3
2025-05-26,876,1489,4.04,5442.32,2787.65,192.9,256,38.89,2.19,13.61
2025-05-27,877,1734,2.73,4713.56,3209.78,109.57,133,46.87,0.78,24.79
2025-05-28,878,1814,2.48,3930.91,1890.11,90.9,268,35.62,1.36,99.68
2025-05-29,879,1367,4.28,4691.52,3229.03,59.04,410,47.22,0.85,33.18
2025-05-30,880,1119,1.83,2401.41,1002.3,107.45,460,79.37,1.2,65.98
2025-05-31,881,1035,4.2,4406.32,1853.71,127.59,63,89.08,4.05,56.31
2025-06-01,882,894,1.7,1455.45,898.01,115.68,164,64.03,1.1,33.99
2025-06-02,883,1426,3.2,5424.19,2759.42,134.42,327,47.62,0.98,91.57
2025-06-03,884,1377,3.32,4562.0,2605.77,91.2,412,53.0,0.69,88.18
2025-06-04,885,1502,2.54,4534.0,2257.87,83.36,91,86.16,0.58,83.87
2025-06-05,886,1689,3.15,4711.18,2248.79,86.5,218,67.84,2.32,41.98
2025-06-06,887,1604,1.45,1923.66,946.27,99.03,374,73.65,2.55,22.03
2025-06-07,888,1935,1.32,2695.68,1136.38,89.1,475,36.09,2.3,70.21
2025-06-08,889,1691,3.15,4352.71,2423.1,120.47,136,86.36,4.06,81.49
2025-06-09,890,1897,1.22,2035.86,814.57,137.89,106,84.41,0.97,55.24
2025-06-10,891,845,0.66,602.56,340.06,138.66,197,89.82,4.47,62.4
2025-06-11,892,1653,2.9,4087.45,2088.37,124.93,400,73.27,2.22,73.22
2025-06-12,893,1753,1.16,2277.02,1294.96,140.52,452,56.32,2.76,39.15
2025-06-13,894,1874,1.82,2914.51,2011.99,173.0,328,59.73,0.61,21.4
2025-06-14,895,1492,2.94,4349.91,1954.99,159.51,486,83.93,4.77,45.34
2025-06-15,896,875,3.39,2654.64,1743.85,102.49,461,36.57,4.93,87.83
2025-06-16,897,994,1.41,1676.92,996.17,174.63,97,95.0,3.86,80.58
2025-06-17,898,1775,4.72,8427.96,5744.37,83.03,445,91.92,2.74,10.93
2025-06-18,899,1621,3.34,5622.68,3875.9,161.89,391,84.43,1.47,31.79
2025-06-19,900,864,2.45,2489.68,1594.96,61.97,473,67.98,3.54,64.11
2025-06-20,901,1689,2.15,3182.06,1388.66,136.25,230,88.09,1.73,98.73
2025-06-21,902,1175,3.37,4658.19,2128.13,109.88,252,41.95,4.99,83.88
2025-06-22,903,1749,1.47,2214.62,1069.23,184.64,129,49.56,3.19,36.06
2025-06-23,904,1656,1.24,1762.03,868.38,126.73,305,89.49,3.13,44.63
2025-06-24,905,1192,4.48,4318.06,2877.63,143.42,114,61.58,3.62,80.56
2025-06-25,906,1481,3.44,4626.45,2252.63,91.86,427,83.58,4.7,98.56
2025-06-26,907,1548,4.86,8808.27,5469.73,85.3,141,33.95,3.88,40.18
2025-06-27,908,822,3.89,3442.66,2077.32,67.92,134,55.05,0.16,17.41
2025-06-28,909,907,4.02,2926.5,1897.45,68.26,298,82.66,3.95,64.95
2025-06-29,910,1394,2.98,3931.76,2630.47,122.05,290,94.21,1.0,89.12
2025-06-30,911,1061,2.96,3347.61,1748.68,106.09,252,69.81,1.25,65.91
2025-07-01,912,1683,3.07,4210.56,2824.79,89.56,115,40.59,2.67,48.74
2025-07-02,913,1864,1.69,2940.32,1687.92,165.58,327,60.58,4.53,28.81
2025-07-03,914,1788,3.92,6917.3,4612.63,171.21,438,85.56,3.19,18.59
2025-07-04,915,1304,2.11,2848.64,1819.72,77.01,138,48.39,1.22,82.98
2025-07-05,916,1363,1.48,2073.98,943.04,124.03,319,64.96,0.03,18.75
2025-07-06,917,1551,0.83,1521.18,739.27,169.0,320,71.07,2.03,77.18
2025-07-07,918,1953,3.39,5675.35,3063.95,113.99,417,86.32,1.75,22.78
2025-07-08,919,1251,4.52,6592.97,3838.54,190.49,105,58.14,2.01,50.01
2025-07-09,920,936,4.08,4391.89,2828.83,78.21,272,39.61,0.79,84.3
2025-07-10,921,1974,0.71,1543.02,1059.61,153.83,260,39.35,0.58,50.37
2025-07-11,922,1564,1.09,1706.91,767.59,65.02,300,82.26,3.0,65.35
2025-07-12,923,1285,3.36,5082.0,2112.27,188.91,74,77.81,0.58,57.9
2025-07-13,924,1595,4.59,8714.05,4950.4,149.74,142,47.13,1.11,88.7
2025-07-14,925,1554,0.63,1001.31,663.69,91.68,366,94.01,3.56,20.36
2025-07-15,926,1281,0.7,752.11,345.1,164.78,242,35.09,3.2,55.26
2025-07-16,927,1733,2.6,4407.86,3034.42,64.5,378,43.78,0.23,48.98
2025-07-17,928,1963,4.08,7674.79,4108.51,193.69,234,33.47,3.31,78.56
2025-07-18,929,1970,4.89,8116.87,4455.37,139.03,443,45.26,0.97,70.07
2025-07-19,930,1020,3.58,3728.79,1828.65,93.04,233,49.89,2.34,93.5
2025-07-20,931,1270,1.71,2392.85,1164.52,108.46,461,91.51,4.44,21.12
2025-07-21,932,1175,3.43,3741.8,2104.91,116.71,50,49.52,4.8,99.19
2025-07-22,933,1689,2.68,5194.89,3452.84,145.29,56,53.12,1.83,11.84
2025-07-23,934,1788,2.42,4974.66,2207.36,144.01,301,83.41,2.78,59.24
2025-07-24,935,2000,0.81,1565.58,905.25,162.45,446,58.85,3.99,77.01
2025-07-25,936,1645,2.77,4227.05,2301.9,133.45,326,71.2,3.25,10.09
2025-07-26,937,830,2.74,1959.99,828.16,196.37,362,74.23,4.95,93.91
2025-07-27,938,1094,1.64,2097.47,1429.36,166.81,320,85.89,0.79,64.9
2025-07-28,939,1048,1.04,1113.68,647.6,184.38,342,48.96,1.52,21.24
2025-07-29,940,1285,2.72,3081.46,1527.2,184.49,195,58.28,3.82,51.72
2025-07-30,941,1830,0.8,1417.44,834.9,99.74,315,30.98,2.87,42.09
2025-07-31,942,973,4.67,4825.58,2166.32,157.37,163,46.92,3.79,22.49
2025-08-01,943,1861,2.18,3476.97,1439.15,103.4,62,94.96,2.48,88.42
2025-08-02,944,1579,3.99,5214.29,3343.66,63.01,79,74.09,0.75,69.06
2025-08-03,945,1205,0.6,674.82,403.02,188.52,496,61.53,3.4,90.29
2025-08-04,946,1262,1.71,2544.33,1402.28,57.29,50,94.91,4.76,46.84
2025-08-05,947,1798,0.73,1095.2,476.43,79.02,96,52.78,1.97,13.07
2025-08-06,948,1171,0.83,794.21,343.46,93.85,237,84.92,3.79,70.82
2025-08-07,949,1919,3.27,5899.03,2590.67,192.37,357,74.47,2.79,34.78
2025-08-08,950,1643,2.39,4533.48,2289.17,73.24,222,82.55,4.72,22.25
2025-08-09,951,1592,1.35,2001.4,1313.14,53.95,484,90.02,0.14,63.7
2025-08-10,952,1063,1.87,1860.6,1203.62,51.1,230,36.1,1.09,86.24
2025-08-11,953,1233,3.22,3725.99,2006.22,94.77,84,61.13,0.56,74.88
2025-08-12,954,1056,3.18,2803.35,1767.61,166.2,347,53.75,3.55,17.19
2025-08-13,955,1338,1.46,2176.14,1172.02,116.74,243,70.51,0.57,59.98
